Ethiopia ውስጥ በአሁኑ ሰዓት የሚደረጉ ሰልፎች አብዛኞቹ ከሃይማኖታዊና ፖለቲካዊነታቸው ይልቅ የኢኮኖሚው መዳከምና ከፍተኛ ችግር ውስጥ የመሆኑ ውጤትነታቸው ይጎላል።ስራና ገቢ ያ…	10,14 ECONOMY#EMPLOYMENT 2 17,18
በማይካድራ በትግራይ ወንበዴዎች በጅምላ የታረዱ አማራዎች ይደርሳል ተብሏል ከተጠያቂነት ለማምለጥ ሱዳን የተሰደዱ ነፍሰበላ የትግራይ ወንበዴዎች በሱዳን ተፈናቃይ ካምፕ አማራዎች እየገደሉ በትናንትናው እለት ሶስት አማራዎች በመጸዳጃ በትግራይ ነፍሰበላ ተፈናቃዮች ታርዷል	0,1 PUBLIC_SAFETY#CRIME 2 3,5
ጥቅሎን ይቀይሩ እየሰራልኝ አይደለም ይስተካከል	0,1 INFRASTRUCTURE#UTILITIES 2 2,4
ቢሾፍቱ  ብቻነው እንዴ ሚከሠከሠው     ምንጉድነው	0,1 PUBLIC_SAFETY#CRIME 2 3,4
አቤት ውሸት መንግስት መዋሸት የለበትም በአገራችን ላይ ያለውን ተጨባጭ ሁኔታ እያወቅነው ለምን ይዋሻል እንኳን የውጭ ገቢ ያገር ውስጡንም ግብር በአግባቡ መሰብሰብ እንዳልተቻለ ይታወቃል	18,19 ECONOMY#TAXATION 2 19,22
አላህን ተገዙ በእርሱ ላይ ምንንም አታጋሩ ለወላጆቻችሁ መልካምን ዋሉ ከሁለቱ አንዱ ወይም ሁለቱም እርጅና ከትጫጫናቸው ኡፍፍፍፍ አትበላቸው	6,7 SOCIAL#COMMUNITY_SUPPORT 1 7,9
ገና ትሪሊየን ትሸምታለች ሳይቼግራት ልጆቿ የነፈጓት ምስኪን ሃገር	7,8 SOCIAL#COMMUNITY_SUPPORT 2 6,7
በአፈሙዝ እንጂ በሰላም መኖር አይመቸኝም ብሎ ህፃናትን ለማስጨረስ ይህን ያህል ስቃይ?በታሪክ ለኢትዮጵያ እንደ ህውሃት እንቅፋት የሆነ አረመኔ ቡድን ምንም የለም。	13,14 PUBLIC_SAFETY#CRIME 2 16,18
ሰበር በቀን ከጦቱ አይከል በይፋ ጦርነቱ ይጀመራል በዛሬው እለት የአይከል ከተማ አስተዳደር የጭልጋ ወረዳ አመራሮች የአይከል ሚኒሻ ባሉበት በተደረገው ስብሰባ አይከል ነብሰ በላው ከከተማው ሚኒሻ ይስራ በማለት ሀሳብ ቢነሳም ያደረሱትን በደል ይቅር ሳይባባል አይቻልም ቢሉም የወረዳችን ባንዳ አመራሮች ይገባሉ ተፈላጊ ኮሚቴ ወጣት ሚኒሻ መያዝ አለባቸው በማለት ወስነዋል በአይከልም በቅማንት ምድር ተፈላጊ ኮሚቴ ሚባል እደለለ ቢታወቅም ትርምስ ለመፍጠር ቆርጠው ተዘጋጂተዋል ሁልህም የቅማት ጦርነት አይቀሬ ተረድተህ ተዘጋጂ ነብሰበላው በየቤትህ ሊንኳኳ ተወጋጂቶል ተዘጋጂ የቅማንት ቀንደኛ ጠላት ሊወርህ በዝግጂት ወገንህን ከነብሰበላው ታደግ	9,12 GOVERNANCE#TRANSPARENCY 2 36,37
ድል ለመከላከያ ሰራዊታችንኢትዮጵያዊ	1,3 PUBLIC_SAFETY#EMERGENCY_SERVICES 1 0,1
አዲስ መረጃ በመቐለ የህወሀት አመራሮች በተደረገ ብርበራ ለጥፋት አላማ የሚውሉ መሳሪያዎች መገኘቱ ተገልጿል ጌታቸው ስዩም መስፍን የአባይ ጸሀዬ መኖሪያ በሚፈቅደው መሰረት ብርበራ ሰራዊቱ ፍተሻ በተደረገባቸው የህወሀት አመራር አባላት መኖሪያ ግለሰቦቹ የተቀናጣ ይኖሩ የድሀውን ለጦርነት እየማገዱት ጌታቸው መኖሪያ ፍተሻ ታጣፊ ክላሽ ቦንብ ጥይት እንደተገኘ መከላከያ ሰራዊት አሳውቋል ፍተሻ በተደረገባቸው የህወሀት አመራር አባላት መኖሪያ ግለሰቦቹ የተቀናጣ ይኖሩ የድሀውን ለጦርነት እየማገዱት ነውም ተብሏል	43,45 PUBLIC_SAFETY#EMERGENCY_SERVICES 1 23,24
ጠላት አይኑ እያየ ጆሮ እየሳማ ጀግኖችን በክብር ላይ ክብር	5,6 SOCIAL#COMMUNITY_SUPPORT 1 6,9
ለሰልፉ የአዲስ አበባ ህዝብ ይበቃል ቦታም አይበቃንም አትድከሙሲጀመር እርሬቻን ብቻ ነው ከየክለ ሀገሩ በገንዘብ እየተገዙ ሲጋዙ ያየነውማሰቢያ የሚባል ነገር ያልፈጠረባችሁ የመንጋ ስብስብ እንደ ቦይ ውሀ በነዷቹ መነዳት	20,22 SOCIAL#EQUALITY_JUSTICE 2 16,20
ሌባዉም መስረቁን አይተዉም  መንግስትም መያዙን አያቆምም  ጨወታዉ እንደቀጠለ ነዉ የእናት ሀገሩን ሀብት ዘርፎ ወደ ዉጭ የምያወጣ ፈጣሪ ቀድሞ ህይዎቱን ያዉጣዉ	3,4 PUBLIC_SAFETY#CRIME 1 4,6
ጁንታው እያበቃለት ነው	0,1 PUBLIC_SAFETY#CRIME 1 1,3
የኦነግ ታጣቂዎች እርምጃ ሲወሰድ በቁጥጥር በምእራብ ወለጋ ወረዳዎች የህግ የበላይነትን የማስከበር ስምንት የኦነግ ታጣቂዎች እርምጃ ተወስዷል በህግ ማስከበር ስራው ስድስት የኦነግ ታጣቂዎች ደጋፊዎቻቸው በቁጥጥር መዋላቸውን ተገልጿል ለሁለት ወራት በዞኑ የህግ የበላይነት የማስከበር ዘመቻ የኦነግ ታጣቂዎች እርምጃ መወሰዱና የኦነግ ታጣቂዎች ሲጠቀሙበት መሳሪያዎች በቁጥጥር መዋላቸውንም ከኦሮሚያ ፖሊስ ኮሚሽን ያገኘነው መረጃ ያመለክታል ፈጣን መረጃዎችን ለማግኘት ትክክለኛው የፌስቡክ ገጻችን ፈጣን መረጃዎችን ለማግኘት ትክክለኛውን የቴሌግራም ቻናላችንን ይቀላቀሉ የቪዲዮ መረጃዎቻችንን ለማግኘት ትክክለኛውን የዩቲዩብ ቻናላችንን ሰብስክራይብ ያድርጉ ፈጣን መረጃዎችን ለማግኘት ትክክለኛው የትዊተር ገጻችን አብራችሁን ስለሆናችሁ ደስተኞች	29,31 GOVERNANCE#TRANSPARENCY 1 14,16
ፌዴራልማ ሆን ብሎነው ገበሬ ምርቱን በሚሰበስብበት ሰአት በአውሮኘላን መደብደብ የጀመረው ትግረይ አማራን ለማየያባራ ጦስ የዳረገው ከአላማጣ የሚሰደዱት ደግሞ ቀድመውንም የሰውቤት ቀምተው የገቡ ናቸው	0,1 PUBLIC_SAFETY#CRIME 2 8,10
ሁለቱም ሲጀመር አንድ ናቸው የሰላም ስምምነቱም ጥሩ ነው በህዋት ውገን የጠየቀውና መንግስት የተስማማው ምንድነው? በአማፂው በኩል ሳይሆን በመንግስት በኩል የተከፈለውን መስዋትነት ለስምምነቱ ተብሎ እንጂ በጦር ልቋጭ የቀርችውን እያሰባችሁ ክተትሲባል ህዝብ ታማኝ ነው በግል ውሳኔወንጀለኞችን ፈታችሁ እሁንም በግል ውሳኔ ህዝብ እንዳታቆስሉ ተጠንቀቁ፤	4,6 PUBLIC_SAFETY#CRIME 1 6,8
መብት በማፈን ዲሞክራሲያዊ መንግስት ሚባል የለም	3,4 GOVERNANCE#CITIZEN_ENGAGEMENT 2 0,2
በወለጋ እየተካሄደ ያለው የአማራ የዘር ማጥፍት ወንጀል አቁሙ::	4,7 PUBLIC_SAFETY#CRIME 2 7,8
ነው ህግ ማስከበር ጥሩ ተጣርቶ ይፈታሉ ወንጀል ካልሰሩ አይደል ልክ እንዴነ ስበሃት	1,3 SOCIAL#EQUALITY_JUSTICE 1 3,4
እባካችሁ የዩንቨርስቲ ሙህራን መቸም ከናተ ትልቅ ተስፋ እንጠብቃለን በተለይ በሐገራችን ወሳኝ ጥያቄ	1,3 PUBLIC_SERVICES#EDUCATION 1 6,7	2,3 PUBLIC_SERVICES#EDUCATION 1 5,7
የፖለቲካ አጀንዳቸውን ለማሳካት የኦሮሞ ኦርቶዶክስ ተበደለ ተገደለ እያሉ ድራማ ሲሰሩ ታዘብናቸው ማህበረ እርኩሳን ኦርቶዶክስ የሚለው ማታገያቸው ድብቅ አጀንዳ ያላቸው እንጂ ለኦሮሞ ኦርቶዶክስ አዝነው አይደለም የኦሮሞ ኦርቶዶክስ ጭንቅላቱ ራሱ ቢከሰከስ ደንታቸው አይደለም ብቻ ይህ ግሩፕ ከየትኛውም ነገድ በላይ ኦሮሞና ሙስሊም ይጠላል ይገላል ያሰቃያል መስጂድ ያቃጥላል የኦሮሞ ቤተክርስቲያን ያቃጥላል ባጠቃላይ ይህ የማፊያ ግሩፕ የተደራጀ ግን በአቢይ አህመድ በመንግስት ደረጃ የሚታወቅ እና የሚደገፍ ነው	11,13 PUBLIC_SAFETY#CRIME 2 49,51
ክቡር የሆነዉን የሠዉ ህይወት እጨረሳችሁ ?????	2,4 PUBLIC_SAFETY#CRIME 2 4,5
መንግሥት በ ዉስጥ ለዉጥ ያድርግ ወገንተኝነት ይታያል በብሔር ስብጥር ለዉጥ ያድርግ	0,1 GOVERNANCE#CITIZEN_ENGAGEMENT 2 5,7
አዉሮፓ ሲኦል ሆነች ስትፈልግ በረዶ ደስ ሲላት እሳት አምላክ ምህረቱን ይላክልን	0,1 PUBLIC_SAFETY#CRIME 2 1,3
የምን ድርድር ? ድርድር ብሎ ነገር የለም ህወሀት ነቀርሳ ነው ተነቅሎ ከኢትዮጲያ ምድር መቀበር አለበት። የጽሞና ጊዜ ብላቹ ነው ይኼ ሁሉ ማጥ ውስጥ የከተታችሁን ??	7,8 SOCIAL#EQUALITY_JUSTICE 2 8,9
ሁልሽም የብልጽግና ባለስልጣናት ከወያኔ የባሳችሁ ሌ ች ናችሁ	1,3 GOVERNANCE#TRANSPARENCY 2 5,7
ስታይል ቀይሩ ተመሳሳይ ፕሮፖጋንዳ ሰለቸን	3,4 GOVERNANCE#CITIZEN_ENGAGEMENT 2 4,5
ከቤተክርስቲያናችን ከእምነታችን ማንእም አይበልጥም	0,1 SOCIAL#COMMUNITY_SUPPORT 1 2,4
የኦሮሞ ተማሪ እንደውሻ በየቦታው ይገደላል አንተ ግን ... ጊዜ ይፈርዳል ለሁሉም።	0,2 PUBLIC_SAFETY#CRIME 2 2,5
ጎንደር በወያኔና በሕዝቡ መካከል ውጥረቱ አሁንም ቀጥሏል  ደቡብ ጎንደር ደብረታቦርና ጋይንት ጉና ዓካባቢ የሰነበተው ጦርነት	14,15 PUBLIC_SAFETY#CRIME 2 4,7
የፈተናው ቀን ረመዳንም ይሁን ፋሲካ ችግር የሚያመጣ ሆኖ ለሙግት የሚሆን ሃሳብ አይደለም	0,2 PUBLIC_SERVICES#EDUCATION 2 5,7
የኦሮሞ ህዝብ በሞራልም በአስተሳሰብም የዘቀጠ የወረደ ህዝብ ነው	0,2 SOCIAL#EQUALITY_JUSTICE 2 4,5
ይህ መድረክ ከተሳካለት ለሀገር ትልቅ ለውጥ ያመጣል  እርቀ ሰላም ማምጣት ማውረድ ተገቢ ነው	1,2 GOVERNANCE#CITIZEN_ENGAGEMENT 1 4,7
መቼ ኑሮ ያቅና ነው ክክክክክክክ	1,2 ECONOMY#EMPLOYMENT 2 2,3
ኢዜማ ከየትኛውም ተፎካካሪ ፓርቲ በላይ ሀገራችን የተደቀነበትን የመፍረስ አደጋ ለመከላከል በግንባር ቀደምትነት እየተንቀሳቀሰ ያለ ፓርቲ ነው ፡፡	0,1 GOVERNANCE#CITIZEN_ENGAGEMENT 1 10,12
በተሽከርካሪ አደጋ የአንድ ቤተሰብ አባላት የስድስት ህይወት አለፈ ደብረ ማርቆስ ታህሳስ ኢዜአ በምስራቅ ጎጃም ጎንቻ እነሴ ወረዳ ትላንት ሌሊት በደረሰ የተሽከርካሪ አደጋ የአንድ ቤተሰብ አባላት የስድስት ህይወት ማለፉን ፖሊስ በሁለት የቤተሰብ አባላት ላይም ከባድ የአካል ጉዳት ደርሷል አዳዲስ መረጃዎችን ለማግኘት የዩቲዩብ ቻናላችንን ሰብስክራይብ ያድርጉ አዳዲስ መረጃዎችን ቴሌግራም ለማግኘት ቻናላችንን ይቀላቀሉ	0,2 INFRASTRUCTURE#TRANSPORTATION 2 6,8
ሌባ ሚዲያ (ጀሮ ሚዲያ) ለማያውቃችሁ አውሩ! ከበሮ ሁላ!	1,2 GOVERNANCE#TRANSPARENCY 2 0,1
ጀግናው መከላከያ ሰራዊታችን የአክሱምን አውሮፕላን ማረፊያ ተቆጣጠረ የድል ይደረግ ከሰአታት እልህ አስጨራሽ ውጊያ የአክሱም አየር ማረፊያ ኤርፖርት በጀግናው መከላከያችን ቁጥጥር ገብቷል ለኢትዮጵያ ህዝብና ለመከላከያ ሰራዊታችን ነጻነት ለትግራይ	14,16 INFRASTRUCTURE#TRANSPORTATION 1 19,21
ማንም ምንም ይሁን ህገ መንግስቱ የሰጠህን ስልጣን እስከ ጥግ ድረስ ተጠቀም ከጎንህ ነን	3,5 GOVERNANCE#TRANSPARENCY 1 11,13
በጣም ይሚገርም  የሄ አሁን ቅናሽ  በላቹ  ያቀረባቹት ከነበረው በዙ ለውጥ የለውም	4,5 INFRASTRUCTURE#UTILITIES 2 9,11
ይሄም ክብር ነው ኢትዬጵያ መባሉ ትልቅ ክብር	3,4 SOCIAL#COMMUNITY_SUPPORT 1 5,7
ዳዊት በጉልበት ወርቅ ሲሰበስብልጁ ሰለሞን  በጥበብ ከአባቱ እጅግ የሚበልጥ ሰበሰበ ማንንም ሳይገድል ነገስታት ፈቅደው እቤተ መቅደሱ ድረስ እየመጡ ሰጡትሀገሬ ላይ ኦነግ በጉልበት በመግደል ንብረት ይሰበስባልስልጤ ጉራጌ በጥበብ በቁም ሳይገድል ግን ነፈዝ አድርጎ ፈቅደን እንገዛለን  ያለንን እንሰጠዋለን እውነት የኦሮሙማ ነገር የሚገደው አንድ ባለስልጣን ካለ   ሽመልስ ያሳስብበት ለማም ማንም	20,21 PUBLIC_SAFETY#CRIME 2 22,23
አንዳንድ  የሚሰጡ ሰዉች መንግስት  የሙስሊም በአል ቀን  የ ክፍል ፈተና  በኢድ ቀን  አረገዉ  ሲባል ለምንድነዉ   እምነቱን ለመተቸት የምትነሱት  ሙስሊሙ ህብረተሰብ  አንድ ነገር  መንግስት በሚለዉ ነገር  እናተን  ተናግረዋቹህ አያቁም   እናተ ግን  ሆነ ብላቹህ  የምትጠብቁ ትመስላላቹህ ይሔ ደሞ  ማንበብ ከሚችልና ሀይማኖት አለኝ ከሚል ሰዉ  አይጠበቅም   በነገራችላይ  ስለጨረቃ አቆጣጠር  ብታዉቁ ኑሮ እናተ የምትቆጥሩበት አቆጣጠር  ከማንም የማይገጥም እንደሆነ ታዉቃላቹህ   ለነገሩ ይሔን የሚያስብ ጭንቅላት ቢኖራቹህ  የሠዉን  እምነት አትነኩም የራሳቹህን አምነት  አትነኩም   ምክንያቱም መፅሀፍ ቁዱስ ላይ  አንድ ቦታላይ የሰዉን እምነት ተቹ የሚል አለ ወይ መጀመሪያ  የራስህን እምነት  እዉቅ	3,4 SOCIAL#EQUALITY_JUSTICE 2 15,17
ከአሸባሪ ወደ መደበኛ ስማቸዉ እንኳን ደህና መጣችሁ ብልፅግና ተሸንፎም እየመራን ነዉ ቀጣይ ጌች ጠሚ ይሆናል በርታቸዉ ረዳ ለካ የአብይን ልብ ታዉቀዎለህ የትም እንደማይደርስ አሁንም በርቱ ኛ ትሆናላችሁ የኔ ጀግኖች ዝምብላችሁ በርቱ ተቀደዱ እርግጠኛ ነኝ ወደ ነበራችሁበት ትመለሳላችሁ	7,8 GOVERNANCE#TRANSPARENCY 2 8,11
የወለጋው ጭፍጨፋ ምንን ያስተምረናል በእምነት የሚሆኑት ተጨፍጫፊዎች ሙስሊም ቀሪዎቹ ክርስቲያን ሁሉም አማራዎች እየጨፈጨፉን በጅምላ ሙስሊም ክርስቲያን ፓጋን ወዘተ አይልም እሚገድሉን አማራ እስልምና ለኦሮሙማ ይቀርባል ሲሉን ሙስሊሙን አማራ የሚጨፈጭፉት ትናንት መስጂድ ተቃጠለ ምድርን ሲያጣብቧት የእስልምና ጠበቃዎች በወቅቱ የአማራን ክልል ለማዳከም ለመበተን ነገርየውን ያጮሁት ክቡር በጅምላ ታርዶ ያሳፍራል ደብረብርሀን	1,2 PUBLIC_SAFETY#CRIME 2 45,46
አጥፊዎች የሚጠየቁበት ረቂቅ አዋጅ የምትሉትስ ነገር	2,4 GOVERNANCE#TRANSPARENCY 2 0,1
ያማል አይ ነፍስ ገዳዮች ይብላኝ ለናተ የዛች የፍርድ ቀንየላይኛዉ ዳኛ መዝገቡን ሲገልጠዉ ሁሉን በየተራዉ ኑያለ ሲጣራ የዛች የፍርድ ቀን በጌታ ፊት ቁመንጥያቄዉ ሲጀመር ምን ይሆን መልሳችን...	3,4 PUBLIC_SAFETY#CRIME 2 0,1
ሰላም መሆኖ ለብዙ ኤርትሪያኖች መኖሪያ ፍቃድ ለማግኘት እንቅፋት እንደሆነባቸው ግልፅ ነው	0,1 PUBLIC_SAFETY#CRIME 2 7,8
አንተንና ፋናን መዳንያለም ድፍት ያድርጋችሁ	1,2 GOVERNANCE#TRANSPARENCY 2 3,5
